id,property_type_id,property_type_symbol,struct_id,value,reference_id,reference_type,source
4115,1,BA,1999,90.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
409,4,EoM,583,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
370,2,BDDCS,559,4.0,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
4709,3,CL,156,30.65,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7577,3,CL,3574,10.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7718,3,CL,4167,1.53,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8796,2,BDDCS,2300,1.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
8155,9,S,284,87.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
6497,8,Vd,1903,0.073,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4897,8,Vd,385,0.27,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3450,2,BDDCS,3072,3.0,2899,JOURNAL ARTICLE,hosey2016_mapping.tsv
1980,2,BDDCS,2708,2.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7666,5,fu,4118,0.01,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8014,8,Vd,4903,15.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2884,7,MRTD,1822,0.2272355407,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
6588,5,fu,1990,0.05,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5298,8,Vd,758,0.73,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4141,1,BA,2078,93.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
687,2,BDDCS,926,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3261,7,MRTD,3880,0.2254920006,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
5616,6,t_half,1043,2.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7266,3,CL,2706,0.27,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5716,8,Vd,1176,6.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1099,4,EoM,1524,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4835,5,fu,279,0.4,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6618,3,CL,2029,6.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2057,4,EoM,2808,92.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
738,9,S,1003,112.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
6670,5,fu,2079,0.84,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7212,5,fu,2663,0.21,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1086,4,EoM,1511,0.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
6534,3,CL,1945,0.86,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8105,6,t_half,5253,1.34,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
611,2,BDDCS,816,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
93,4,EoM,163,65.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
1988,2,BDDCS,2712,2.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
1074,2,BDDCS,1497,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
345,2,BDDCS,541,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2429,7,MRTD,529,30.88739967,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
869,4,EoM,1188,99.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7491,5,fu,3070,0.46,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7210,8,Vd,2663,4.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6872,5,fu,2346,0.26,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5660,3,CL,1101,14.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5243,5,fu,690,0.64,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
836,2,BDDCS,1128,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2521,7,MRTD,766,10.2787199,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
3488,2,BDDCS,4812,2.0,2899,JOURNAL ARTICLE,hosey2016_mapping.tsv
6946,3,CL,2390,31.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7570,3,CL,3531,2.2,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7643,5,fu,4072,0.26,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4322,1,BA,2697,62.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
7594,6,t_half,3635,82.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4566,5,fu,2387,0.76,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6501,8,Vd,1904,1.3,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7578,5,fu,3574,0.41,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1974,2,BDDCS,2706,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3716,1,BA,678,87.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
2857,7,MRTD,1765,0.439350009,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
22,2,BDDCS,56,3.0,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
6877,6,t_half,2349,0.87,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5220,6,t_half,667,16.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2744,7,MRTD,1421,113.5896988,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
6242,6,t_half,1709,1.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4059,1,BA,1845,24.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
8279,9,S,1257,0.04,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
2192,9,S,4112,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
8408,9,S,2244,0.215,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
4902,3,CL,391,19.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2765,7,MRTD,1508,6.656793118,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
6072,6,t_half,1523,2.8,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2949,7,MRTD,1982,0.6858620048,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
3213,7,MRTD,2799,2.121733665,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
5078,5,fu,556,0.59,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1804,4,EoM,2464,85.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
5488,5,fu,924,0.009,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3416,2,BDDCS,2159,1.0,2899,JOURNAL ARTICLE,hosey2016_mapping.tsv
3780,1,BA,926,83.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
1576,9,S,2172,0.01,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
3634,1,BA,422,65.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
5146,5,fu,602,0.36,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5323,3,CL,779,15.71,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2905,7,MRTD,1876,2.797565699,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1112,2,BDDCS,1539,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2384,7,MRTD,398,9.265800476,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
5899,8,Vd,1353,17.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7690,5,fu,4147,1.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5830,6,t_half,1268,1.6,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5641,3,CL,1057,30.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
588,2,BDDCS,784,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7161,3,CL,2611,1.5,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3745,1,BA,783,0.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
3122,7,MRTD,2500,684.9470825,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
7338,3,CL,2777,1.4,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6543,5,fu,1949,0.17,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2887,7,MRTD,1830,11.63000011,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1996,2,BDDCS,2722,2.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2463,7,MRTD,586,86.36859894,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
5923,5,fu,1393,0.86,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1249,9,S,1732,1000.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7900,6,t_half,4682,13.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3352,2,BDDCS,970,2.0,2899,JOURNAL ARTICLE,hosey2016_mapping.tsv
2189,9,S,4110,0.0005,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4289,1,BA,2584,95.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
5244,6,t_half,690,43.2,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2291,7,MRTD,107,7.367814541,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
8439,9,S,2462,2350.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
5261,8,Vd,708,2.01,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4313,1,BA,2666,6.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
4772,3,CL,239,5.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3665,1,BA,537,47.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
473,2,BDDCS,660,2.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3913,1,BA,1399,79.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
5629,3,CL,1048,5.6,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4628,3,CL,56,0.65,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6089,3,CL,1531,23.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6869,6,t_half,2338,120.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3850,1,BA,1153,6.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
4207,1,BA,2328,90.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
635,2,BDDCS,847,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4911,5,fu,399,0.48,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5937,8,Vd,1412,12.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3214,7,MRTD,2801,84.6576004,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
8612,9,S,5292,0.038,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
6167,8,Vd,1607,6.6,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1349,4,EoM,1863,0.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
1558,2,BDDCS,2133,0.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7613,8,Vd,3931,2.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2383,7,MRTD,395,0.01099999994,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
7926,6,t_half,4742,3.9,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7815,3,CL,4357,0.21,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2836,7,MRTD,1705,0.05245000124,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
2876,7,MRTD,1807,19.54400063,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
7620,8,Vd,3995,0.7,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4126,1,BA,2028,6.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
3617,1,BA,362,99.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
4880,3,CL,368,5.43,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3672,1,BA,562,82.5,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
8679,2,BDDCS,397,2.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
4915,5,fu,401,0.0011,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
989,9,S,1385,0.722,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
4924,6,t_half,409,4.8,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6353,5,fu,1802,0.017,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1345,2,BDDCS,1860,2.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
757,2,BDDCS,1030,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
845,9,S,1140,0.74,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
4854,6,t_half,312,5.8,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3790,1,BA,953,64.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
6835,3,CL,2291,16.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2033,9,S,2781,50.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4526,6,t_half,2048,32.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3937,1,BA,1508,40.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
3916,1,BA,1407,85.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
4999,5,fu,526,0.39,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2928,7,MRTD,1932,21.58251953,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
2088,4,EoM,2832,90.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
1568,2,BDDCS,2149,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
5859,3,CL,1283,32.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4504,3,CL,1870,10.8,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4723,8,Vd,183,17.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6327,6,t_half,1794,9.9,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3887,1,BA,1272,99.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
6919,3,CL,2366,7.8,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
651,2,BDDCS,867,2.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7141,3,CL,2592,3.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4603,6,t_half,25,0.36,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8224,9,S,868,50.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
2741,7,MRTD,1407,193.9044037,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
8668,2,BDDCS,235,3.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
2174,2,BDDCS,3931,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4625,5,fu,52,0.52,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4590,8,Vd,1249,0.62,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8500,9,S,3871,0.0459,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
1201,2,BDDCS,1641,2.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
9106,8,Vd,1609,0.143,3715,JOURNAL ARTICLE,DruMAP
6960,6,t_half,2396,1.6,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5172,3,CL,625,1.5,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1712,2,BDDCS,2373,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4704,6,t_half,144,16.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2513,7,MRTD,734,13.87138367,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
3649,1,BA,480,99.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
8125,6,t_half,5348,6.4,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1895,9,S,2598,213.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
481,4,EoM,667,18.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
6507,5,fu,1909,0.01,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5165,3,CL,623,11.5,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2369,7,MRTD,357,4.498523712,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
4105,1,BA,1967,35.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
2805,7,MRTD,1594,16.26329994,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
5554,5,fu,972,0.04,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7053,3,CL,2492,5.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1458,2,BDDCS,1981,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4166,1,BA,2172,40.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
4860,3,CL,348,2.8,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4678,3,CL,129,8.7,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3487,2,BDDCS,4811,1.0,3562,JOURNAL ARTICLE,hosey2016_mapping.tsv
8923,2,BDDCS,5276,2.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
631,9,S,842,15.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
1166,9,S,1587,97.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4145,1,BA,2090,0.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
2630,7,MRTD,1055,5.789997578,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
7767,6,t_half,4223,15.66,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7194,6,t_half,2650,1.4,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2841,7,MRTD,1711,28.13012314,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1728,2,BDDCS,2387,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3911,1,BA,1393,42.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
957,4,EoM,1298,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
1587,2,BDDCS,2197,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2039,4,EoM,2797,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
6168,3,CL,1607,16.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3027,7,MRTD,2228,0.1299999952,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
753,4,EoM,1018,0.2,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
1311,2,BDDCS,1814,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
842,9,S,1137,0.013,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4359,1,BA,2806,23.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
4979,6,t_half,492,1.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4421,1,BA,4143,37.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
667,4,EoM,882,60.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7234,3,CL,2683,11.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4701,8,Vd,144,6.6,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6751,5,fu,2183,0.98,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
42,2,BDDCS,90,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7596,3,CL,3642,9.9,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6545,3,CL,1952,194.3,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2378,7,MRTD,388,0.9329199791,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
7289,8,Vd,2717,0.52,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5946,3,CL,1418,0.99,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7041,3,CL,2478,8.2,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1423,4,EoM,1937,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
1811,2,BDDCS,2475,2.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3975,1,BA,1603,94.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
1393,4,EoM,1903,85.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
6792,3,CL,2245,2.9,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1150,2,BDDCS,1572,2.0,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
4385,1,BA,2872,99.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
438,4,EoM,621,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
527,9,S,722,0.0118,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7222,8,Vd,2676,1.39,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1970,4,EoM,2699,7.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4569,3,CL,513,1.6,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1903,9,S,2607,0.0234,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
5020,6,t_half,537,3.2,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8732,2,BDDCS,1236,3.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
2660,7,MRTD,1125,0.3488999903,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
2829,7,MRTD,1677,21.69759941,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
8967,2,BDDCS,5360,2.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
3031,7,MRTD,2240,3.078693151,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1154,9,S,1575,180.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2255,9,S,4523,111.1,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
5532,3,CL,958,11.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2122,4,EoM,2865,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
8570,9,S,4907,0.1,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
8983,2,BDDCS,5398,2.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
5099,5,fu,564,0.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3683,1,BA,588,82.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
5989,6,t_half,1446,19.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4131,1,BA,2041,58.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
5718,5,fu,1176,0.52,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8102,8,Vd,5253,0.29,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3713,1,BA,671,37.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
5678,6,t_half,1113,26.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1937,4,EoM,2657,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
5798,5,fu,1241,0.85,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1142,9,S,1566,23.0,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
6796,3,CL,2253,2.5,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2608,7,MRTD,1005,1.771784782,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1387,9,S,1896,50.0,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
3046,7,MRTD,2276,1.158466101,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
965,4,EoM,1301,4.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7118,8,Vd,2581,3.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4473,8,Vd,1286,3.52,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
274,4,EoM,438,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4900,6,t_half,385,0.42,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4129,1,BA,2032,11.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
4445,8,Vd,851,0.26,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3409,4,EoM,2120,41.0,2899,JOURNAL ARTICLE,hosey2016_mapping.tsv
8950,2,BDDCS,5328,2.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
2467,7,MRTD,602,33.93519974,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1280,2,BDDCS,1790,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4988,5,fu,521,0.72,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2755,7,MRTD,1464,1530.435059,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
5374,3,CL,832,11.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5411,8,Vd,854,0.21,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4808,6,t_half,259,0.31,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
682,9,S,916,1000.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4423,1,BA,4152,60.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
6180,3,CL,1614,1.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6303,3,CL,1782,5.7,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6700,3,CL,2113,27.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3539,1,BA,73,55.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
8073,6,t_half,5068,8.98,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1506,4,EoM,2029,19.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3023,7,MRTD,2201,0.5518651009,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
2860,7,MRTD,1774,36.39786911,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
6717,5,fu,2134,0.49,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2862,7,MRTD,1783,0.7810000181,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
4812,6,t_half,260,4.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6288,3,CL,1764,7.18,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
838,4,EoM,1128,0.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
5190,8,Vd,640,0.15,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
7388,3,CL,2825,2.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6798,6,t_half,2253,2.9,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6027,3,CL,1483,140.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6182,8,Vd,1634,45.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
